"2011-2012 IMMUNIZATION STATUS OF KINDERGARTEN STUDENTS, CALIFORNIA",,,,,,,,,,,,,,,,,,,,,,,,,,,
"In schools with 10 or more kindergarten students enrolled.",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SCHOOL CODE",COUNTY,"PUB/ PRIV","PUBLIC SCHOOL DISTRICT",CITY,"SCHOOL NAME",ENROLLMENT,UP-TO-DATE†,,"CONDI- TIONAL*",,PME**,,"PBE§ ",,DTP††,,POLIO¥,,"1 MMRll ",,"2 MMR‡ ",,HEPB§,,VARI¶,,REPORTED
6112957,RIVERSIDE,PUBLIC,"CORONA-NORCO UNIFIED",CORONA,"ANTHONY (SUSAN B.) ELEM.",122,108,88.5245901639344,6,4.91803278688525,0,0,8,6.55737704918033,112,91.8032786885246,112,91.8032786885246,114,93.4426229508197,111,90.983606557377,112,91.8032786885246,114,93.4426229508197,Y
6116404,RIVERSIDE,PUBLIC,"CORONA-NORCO UNIFIED",CORONA,"BENJAMIN FRANKLIN",98,97,98.9795918367347,1,1.02040816326531,0,0,0,0,98,100,98,100,98,100,97,98.9795918367347,98,100,98,100,Y
0113647,RIVERSIDE,PUBLIC,"CORONA-NORCO UNIFIED",CORONA,"BERNICE JAMESON TODD ELEM.",105,89,84.7619047619048,13,12.3809523809524,0,0,3,2.85714285714286,97,92.3809523809524,96,91.4285714285714,102,97.1428571428571,96,91.4285714285714,100,95.2380952380952,101,96.1904761904762,Y
6114151,RIVERSIDE,PUBLIC,"CORONA-NORCO UNIFIED",CORONA,"CESAR CHAVEZ",57,56,98.2456140350877,1,1.75438596491228,0,0,0,0,56,98.2456140350877,57,100,57,100,57,100,57,100,57,100,Y
0100974,RIVERSIDE,PUBLIC,"CORONA-NORCO UNIFIED",CORONA,"CLARA BARTON ELEMENTARY",208,200,96.1538461538462,2,0.96153846153846,0,0,6,2.88461538461538,200,96.1538461538462,200,96.1538461538462,202,97.1153846153846,200,96.1538461538462,202,97.1153846153846,202,97.1153846153846,Y
6120364,RIVERSIDE,PUBLIC,"CORONA-NORCO UNIFIED",CORONA,"CORONA RANCH",129,126,97.6744186046512,2,1.55038759689922,0,0,1,0.77519379844961,126,97.6744186046512,126,97.6744186046512,128,99.2248062015504,127,98.4496124031008,127,98.4496124031008,128,99.2248062015504,Y
6031751,RIVERSIDE,PUBLIC,"CORONA-NORCO UNIFIED",CORONA,"CORONITA ELEM.",116,112,96.551724137931,4,3.44827586206897,0,0,0,0,114,98.2758620689655,114,98.2758620689655,116,100,113,97.4137931034483,115,99.1379310344828,116,100,Y
0110643,RIVERSIDE,PUBLIC,"CORONA-NORCO UNIFIED",CORONA,"EASTVALE ELEMENTARY",203,194,95.5665024630542,6,2.95566502463054,1,0.49261083743842,2,0.98522167487685,194,95.5665024630542,194,95.5665024630542,200,98.5221674876847,198,97.5369458128079,196,96.551724137931,200,98.5221674876847,Y
0105791,RIVERSIDE,PUBLIC,"CORONA-NORCO UNIFIED",CORONA,"EISENHOWER ELEMENTARY",115,106,92.1739130434783,4,3.47826086956522,0,0,5,4.34782608695652,107,93.0434782608696,107,93.0434782608696,110,95.6521739130435,108,93.9130434782609,110,95.6521739130435,110,95.6521739130435,Y
6107668,RIVERSIDE,PUBLIC,"CORONA-NORCO UNIFIED",CORONA,"FOOTHILL ELEM.",140,131,93.5714285714286,7,5,0,0,2,1.42857142857143,134,95.7142857142857,136,97.1428571428571,138,98.5714285714286,134,95.7142857142857,137,97.8571428571428,138,98.5714285714286,Y
6031785,RIVERSIDE,PUBLIC,"CORONA-NORCO UNIFIED",CORONA,"GARRETSON ELEM.",128,123,96.09375,5,3.90625,0,0,0,0,125,97.65625,128,100,126,98.4375,128,100,126,98.4375,128,100,Y
0105809,RIVERSIDE,PUBLIC,"CORONA-NORCO UNIFIED",CORONA,"HARADA ELEMANTARY SCHOOL",165,135,81.8181818181818,29,17.5757575757576,0,0,1,0.60606060606061,153,92.7272727272727,151,91.5151515151515,164,99.3939393939394,150,90.9090909090909,163,98.7878787878788,164,99.3939393939394,Y
6031819,RIVERSIDE,PUBLIC,"CORONA-NORCO UNIFIED",CORONA,"HOME GARDENS ELEM.",118,117,99.1525423728814,1,0.84745762711864,0,0,0,0,118,100,118,100,118,100,117,99.1525423728814,118,100,118,100,Y
6031827,RIVERSIDE,PUBLIC,"CORONA-NORCO UNIFIED",CORONA,"JEFFERSON ELEMENTARY",121,120,99.1735537190083,1,0.82644628099174,0,0,0,0,121,100,121,100,120,99.1735537190083,121,100,121,100,121,100,Y
6031835,RIVERSIDE,PUBLIC,"CORONA-NORCO UNIFIED",CORONA,"LINCOLN ALTERNATIVE",137,131,95.6204379562044,0,0,0,0,6,4.37956204379562,131,95.6204379562044,131,95.6204379562044,131,95.6204379562044,131,95.6204379562044,131,95.6204379562044,131,95.6204379562044,Y
6110589,RIVERSIDE,PUBLIC,"CORONA-NORCO UNIFIED",CORONA,"MCKINLEY ELEM.",117,109,93.1623931623932,4,3.41880341880342,0,0,4,3.41880341880342,111,94.8717948717949,111,94.8717948717949,112,95.7264957264957,111,94.8717948717949,111,94.8717948717949,112,95.7264957264957,Y
6120372,RIVERSIDE,PUBLIC,"CORONA-NORCO UNIFIED",CORONA,"ORANGE ELEM.",106,82,77.3584905660377,24,22.6415094339623,0,0,0,0,94,88.6792452830189,93,87.7358490566038,105,99.0566037735849,90,84.9056603773585,103,97.1698113207547,105,99.0566037735849,Y
6031850,RIVERSIDE,PUBLIC,"CORONA-NORCO UNIFIED",CORONA,"PARKRIDGE SCHOOL FOR THE ARTS",142,141,99.2957746478873,1,0.70422535211268,0,0,0,0,141,99.2957746478873,141,99.2957746478873,141,99.2957746478873,141,99.2957746478873,141,99.2957746478873,142,100,Y
6107676,RIVERSIDE,PUBLIC,"CORONA-NORCO UNIFIED",CORONA,"PRADO VIEW ELEM.",93,93,100,0,0,0,0,0,0,93,100,93,100,93,100,93,100,93,100,93,100,Y
0113654,RIVERSIDE,PUBLIC,"CORONA-NORCO UNIFIED",CORONA,"ROSA PARKS ELEM.",202,200,99.009900990099,1,0.4950495049505,0,0,1,0.4950495049505,200,99.009900990099,200,99.009900990099,201,99.5049504950495,200,99.009900990099,201,99.5049504950495,201,99.5049504950495,Y
6084669,RIVERSIDE,PUBLIC,"CORONA-NORCO UNIFIED",CORONA,"STALLINGS (JOHN) ELEM.",99,96,96.969696969697,0,0,0,0,3,3.03030303030303,96,96.969696969697,96,96.969696969697,96,96.969696969697,96,96.969696969697,96,96.969696969697,96,96.969696969697,Y
0100982,RIVERSIDE,PUBLIC,"CORONA-NORCO UNIFIED",CORONA,"TEMESCAL VALLEY ELEMENTARY",125,123,98.4,0,0,0,0,2,1.6,123,98.4,123,98.4,123,98.4,123,98.4,123,98.4,123,98.4,Y
6031884,RIVERSIDE,PUBLIC,"CORONA-NORCO UNIFIED",CORONA,"VICENTIA ELEM.",84,69,82.1428571428571,14,16.6666666666667,0,0,1,1.19047619047619,81,96.4285714285714,82,97.6190476190476,83,98.8095238095238,72,85.7142857142857,81,96.4285714285714,83,98.8095238095238,Y
6117998,RIVERSIDE,PUBLIC,"CORONA-NORCO UNIFIED",CORONA,"WILSON (WOODROW) ELEMENTARY",108,99,91.6666666666667,9,8.33333333333333,0,0,0,0,104,96.2962962962963,103,95.3703703703704,107,99.0740740740741,104,96.2962962962963,106,98.1481481481482,108,100,Y
0119321,RIVERSIDE,PUBLIC,"CORONA-NORCO UNIFIED","MIRA LOMA","LOUIS VANDERMOLEN FUNDAMENTAL ELEMENTARY",156,152,97.4358974358974,4,2.56410256410256,0,0,0,0,156,100,156,100,156,100,152,97.4358974358974,156,100,155,99.3589743589744,Y
6031801,RIVERSIDE,PUBLIC,"CORONA-NORCO UNIFIED",NORCO,"HIGHLAND ELEM.",89,82,92.1348314606742,7,7.86516853932584,0,0,0,0,83,93.2584269662921,83,93.2584269662921,89,100,82,92.1348314606742,89,100,89,100,Y
6031843,RIVERSIDE,PUBLIC,"CORONA-NORCO UNIFIED",NORCO,"NORCO ELEM.",92,88,95.6521739130435,2,2.17391304347826,0,0,2,2.17391304347826,88,95.6521739130435,90,97.8260869565217,90,97.8260869565217,90,97.8260869565217,90,97.8260869565217,90,97.8260869565217,Y
6031868,RIVERSIDE,PUBLIC,"CORONA-NORCO UNIFIED",NORCO,"RIVERVIEW ELEM.",61,58,95.0819672131148,1,1.63934426229508,0,0,2,3.27868852459016,58,95.0819672131148,59,96.7213114754098,59,96.7213114754098,59,96.7213114754098,59,96.7213114754098,59,96.7213114754098,Y
6031876,RIVERSIDE,PUBLIC,"CORONA-NORCO UNIFIED",NORCO,"SIERRA VISTA ELEM.",73,68,93.1506849315068,3,4.10958904109589,0,0,2,2.73972602739726,69,94.5205479452055,70,95.8904109589041,69,94.5205479452055,70,95.8904109589041,70,95.8904109589041,70,95.8904109589041,Y
6031793,RIVERSIDE,PUBLIC,"CORONA-NORCO UNIFIED",NORCO,"WASHINGTON (GEORGE) ELEM.",119,119,100,0,0,0,0,0,0,119,100,119,100,119,100,119,100,119,100,119,100,Y
6109045,RIVERSIDE,PUBLIC,"DESERT SANDS UNIFIED","BERMUDA DUNES","MONROE (JAMES) ELEM.",88,83,94.3181818181818,1,1.13636363636364,0,0,4,4.54545454545455,83,94.3181818181818,83,94.3181818181818,84,95.4545454545455,83,94.3181818181818,84,95.4545454545455,84,95.4545454545455,Y
6109789,RIVERSIDE,PUBLIC,"DESERT SANDS UNIFIED","INDIAN WELLS","FORD (GERALD) ELEM.",105,100,95.2380952380952,5,4.76190476190476,0,0,0,0,103,98.0952380952381,103,98.0952380952381,105,100,104,99.0476190476191,105,100,105,100,Y
0108464,RIVERSIDE,PUBLIC,"DESERT SANDS UNIFIED",INDIO,"CARILLO RANCH",99,97,97.979797979798,2,2.02020202020202,0,0,0,0,98,98.989898989899,99,100,99,100,98,98.989898989899,99,100,99,100,Y
0100164,RIVERSIDE,PUBLIC,"DESERT SANDS UNIFIED",INDIO,"DR. REYNOLDO J. CARREON JR., ACADEMY",105,100,95.2380952380952,3,2.85714285714286,0,0,2,1.9047619047619,103,98.0952380952381,102,97.1428571428571,103,98.0952380952381,101,96.1904761904762,103,98.0952380952381,103,98.0952380952381,Y
6118863,RIVERSIDE,PUBLIC,"DESERT SANDS UNIFIED",INDIO,"EARHART (AMELIA) ELEM. SCH. OF I",127,123,96.8503937007874,2,1.5748031496063,0,0,2,1.5748031496063,123,96.8503937007874,124,97.6377952755905,125,98.4251968503937,124,97.6377952755905,125,98.4251968503937,125,98.4251968503937,Y
6031942,RIVERSIDE,PUBLIC,"DESERT SANDS UNIFIED",INDIO,"EISENHOWER (DWIGHT D.) ELEM.",78,75,96.1538461538462,3,3.84615384615385,0,0,0,0,75,96.1538461538462,76,97.4358974358974,78,100,77,98.7179487179487,76,97.4358974358974,78,100,Y
6031967,RIVERSIDE,PUBLIC,"DESERT SANDS UNIFIED",INDIO,"HOOVER (HERBERT) ELEM.",99,97,97.979797979798,2,2.02020202020202,0,0,0,0,98,98.989898989899,99,100,99,100,98,98.989898989899,99,100,99,100,Y
6031934,RIVERSIDE,PUBLIC,"DESERT SANDS UNIFIED",INDIO,"JACKSON (ANDREW) ELEM.",129,111,86.046511627907,17,13.1782945736434,0,0,1,0.77519379844961,113,87.5968992248062,123,95.3488372093023,127,98.4496124031008,122,94.5736434108527,128,99.2248062015504,126,97.6744186046512,Y
6116636,RIVERSIDE,PUBLIC,"DESERT SANDS UNIFIED",INDIO,"JOHNSON (LYNDON B.) ELEM.",75,72,96,3,4,0,0,0,0,73,97.3333333333333,73,97.3333333333333,75,100,72,96,75,100,75,100,Y
6031975,RIVERSIDE,PUBLIC,"DESERT SANDS UNIFIED",INDIO,"KENNEDY (JOHN F.) ELEM.",101,96,95.049504950495,5,4.95049504950495,0,0,0,0,98,97.029702970297,100,99.009900990099,101,100,99,98.019801980198,100,99.009900990099,100,99.009900990099,Y
6108955,RIVERSIDE,PUBLIC,"DESERT SANDS UNIFIED",INDIO,"MADISON (JAMES) ELEM.",91,89,97.8021978021978,2,2.1978021978022,0,0,0,0,90,98.9010989010989,90,98.9010989010989,91,100,91,100,89,97.8021978021978,91,100,Y
6032007,RIVERSIDE,PUBLIC,"DESERT SANDS UNIFIED",INDIO,"ROOSEVELT (THEODORE) ELEM.",95,95,100,0,0,0,0,0,0,95,100,95,100,95,100,95,100,95,100,95,100,Y
6031983,RIVERSIDE,PUBLIC,"DESERT SANDS UNIFIED",INDIO,"VAN BUREN (MARTIN) ELEM.",109,107,98.1651376146789,1,0.91743119266055,0,0,1,0.91743119266055,107,98.1651376146789,107,98.1651376146789,108,99.0825688073395,107,98.1651376146789,107,98.1651376146789,107,98.1651376146789,Y
0107961,RIVERSIDE,PUBLIC,"DESERT SANDS UNIFIED","LA QUINTA","BENJAMIN FRANKLIN ELEMENTARY",100,97,97,2,2,0,0,1,1,98,98,99,99,99,99,98,98,99,99,99,99,Y
6113898,RIVERSIDE,PUBLIC,"DESERT SANDS UNIFIED","LA QUINTA","JOHN ADAMS ELEMENTARY",67,64,95.5223880597015,1,1.49253731343284,0,0,2,2.98507462686567,65,97.0149253731343,64,95.5223880597015,65,97.0149253731343,65,97.0149253731343,65,97.0149253731343,65,97.0149253731343,Y
6106082,RIVERSIDE,PUBLIC,"DESERT SANDS UNIFIED","LA QUINTA","TRUMAN (HARRY) ELEM.",79,76,96.2025316455696,2,2.53164556962025,0,0,1,1.26582278481013,77,97.4683544303797,77,97.4683544303797,78,98.7341772151899,76,96.2025316455696,77,97.4683544303797,76,96.2025316455696,Y
6113880,RIVERSIDE,PUBLIC,"DESERT SANDS UNIFIED","PALM DESERT","CARTER (JAMES EARL) ELEM.",84,81,96.4285714285714,0,0,0,0,3,3.57142857142857,81,96.4285714285714,81,96.4285714285714,81,96.4285714285714,81,96.4285714285714,81,96.4285714285714,81,96.4285714285714,Y
6031926,RIVERSIDE,PUBLIC,"DESERT SANDS UNIFIED","PALM DESERT","LINCOLN (ABRAHAM) ELEM.",99,94,94.9494949494949,5,5.05050505050505,0,0,0,0,96,96.969696969697,98,98.989898989899,99,100,97,97.979797979798,96,96.969696969697,99,100,Y
0110791,RIVERSIDE,PUBLIC,"DESERT SANDS UNIFIED","PALM DESERT","RONALD REAGAN ELEMENTARY",134,125,93.2835820895522,7,5.22388059701492,0,0,2,1.49253731343284,129,96.2686567164179,127,94.7761194029851,132,98.5074626865672,127,94.7761194029851,131,97.7611940298508,132,98.5074626865672,Y
6031959,RIVERSIDE,PUBLIC,"DESERT SANDS UNIFIED","PALM DESERT","WASHINGTON (GEORGE) CHARTER",126,118,93.6507936507936,2,1.58730158730159,0,0,6,4.76190476190476,120,95.2380952380952,119,94.4444444444444,120,95.2380952380952,119,94.4444444444444,120,95.2380952380952,120,95.2380952380952,Y
6032080,RIVERSIDE,PUBLIC,"HEMET UNIFIED",AGUANGA,"COTTONWOOD ELEM.",21,19,90.4761904761905,1,4.76190476190476,0,0,1,4.76190476190476,19,90.4761904761905,20,95.2380952380952,20,95.2380952380952,20,95.2380952380952,19,90.4761904761905,20,95.2380952380952,Y
0107359,RIVERSIDE,PUBLIC,"HEMET UNIFIED",ANZA,"HAMILTON ELEMENTARY",54,50,92.5925925925926,1,1.85185185185185,1,1.85185185185185,2,3.7037037037037,50,92.5925925925926,50,92.5925925925926,51,94.4444444444444,50,92.5925925925926,50,92.5925925925926,51,94.4444444444444,Y
6110415,RIVERSIDE,PUBLIC,"HEMET UNIFIED",HEMET,"BAUTISTA CREEK ELEM.",124,118,95.1612903225807,3,2.41935483870968,0,0,3,2.41935483870968,121,97.5806451612903,121,97.5806451612903,121,97.5806451612903,121,97.5806451612903,118,95.1612903225807,121,97.5806451612903,Y
0102772,RIVERSIDE,PUBLIC,"HEMET UNIFIED",HEMET,"CAWSTON ELEMENTARY SCHOOL",148,141,95.2702702702703,6,4.05405405405405,1,0.67567567567568,0,0,145,97.972972972973,145,97.972972972973,147,99.3243243243243,145,97.972972972973,146,98.6486486486486,147,99.3243243243243,Y
6109805,RIVERSIDE,PUBLIC,"HEMET UNIFIED",HEMET,"FRUITVALE ELEM.",150,144,96,5,3.33333333333333,1,0.66666666666667,0,0,147,98,147,98,149,99.3333333333333,147,98,148,98.6666666666667,149,99.3333333333333,Y
0101139,RIVERSIDE,PUBLIC,"HEMET UNIFIED",HEMET,"HARMONY ELEMENTARY",122,120,98.3606557377049,1,0.81967213114754,0,0,1,0.81967213114754,120,98.3606557377049,121,99.1803278688525,121,99.1803278688525,121,99.1803278688525,121,99.1803278688525,121,99.1803278688525,Y
6118731,RIVERSIDE,PUBLIC,"HEMET UNIFIED",HEMET,"JACOB WIENS ELEMENTARY",132,125,94.6969696969697,5,3.78787878787879,0,0,2,1.51515151515152,127,96.2121212121212,128,96.969696969697,130,98.4848484848485,128,96.969696969697,130,98.4848484848485,130,98.4848484848485,Y
6032122,RIVERSIDE,PUBLIC,"HEMET UNIFIED",HEMET,"LITTLE LAKE ELEM.",140,136,97.1428571428571,4,2.85714285714286,0,0,0,0,136,97.1428571428571,137,97.8571428571428,140,100,139,99.2857142857143,140,100,140,100,Y
0101121,RIVERSIDE,PUBLIC,"HEMET UNIFIED",HEMET,"MCSWEENY ELEM",136,135,99.2647058823529,1,0.73529411764706,0,0,0,0,135,99.2647058823529,136,100,136,100,136,100,136,100,136,100,Y
6032130,RIVERSIDE,PUBLIC,"HEMET UNIFIED",HEMET,"RAMONA ELEM.",128,126,98.4375,0,0,1,0.78125,1,0.78125,126,98.4375,126,98.4375,126,98.4375,126,98.4375,126,98.4375,126,98.4375,Y
6106728,RIVERSIDE,PUBLIC,"HEMET UNIFIED",HEMET,"VALLE VISTA ELEM.",127,124,97.6377952755905,3,2.36220472440945,0,0,0,0,126,99.2125984251969,126,99.2125984251969,127,100,126,99.2125984251969,127,100,127,100,Y
6032148,RIVERSIDE,PUBLIC,"HEMET UNIFIED",HEMET,"WHITTIER ELEM.",193,180,93.2642487046632,10,5.18134715025907,0,0,3,1.55440414507772,184,95.3367875647668,187,96.8911917098446,190,98.4455958549223,186,96.3730569948187,187,96.8911917098446,190,98.4455958549223,Y
6032114,RIVERSIDE,PUBLIC,"HEMET UNIFIED",IDYLLWILD,"IDYLLWILD ELEM.",38,31,81.5789473684211,1,2.63157894736842,0,0,6,15.7894736842105,32,84.2105263157895,32,84.2105263157895,32,84.2105263157895,31,81.5789473684211,32,84.2105263157895,32,84.2105263157895,Y
6032155,RIVERSIDE,PUBLIC,"HEMET UNIFIED",WINCHESTER,"WINCHESTER ELEM.",103,99,96.1165048543689,1,0.97087378640777,0,0,3,2.9126213592233,99,96.1165048543689,99,96.1165048543689,100,97.0873786407767,99,96.1165048543689,100,97.0873786407767,100,97.0873786407767,Y
6104491,RIVERSIDE,PUBLIC,"JURUPA UNIFIED","MIRA LOMA","SKY COUNTRY ELEM.",75,70,93.3333333333333,5,6.66666666666667,0,0,0,0,71,94.6666666666667,71,94.6666666666667,75,100,72,96,74,98.6666666666667,75,100,Y
6032221,RIVERSIDE,PUBLIC,"JURUPA UNIFIED","MIRA LOMA","TROTH ST. ELEM.",136,122,89.7058823529412,13,9.55882352941176,0,0,1,0.73529411764706,125,91.9117647058823,127,93.3823529411765,135,99.2647058823529,124,91.1764705882353,134,98.5294117647059,135,99.2647058823529,Y
6106835,RIVERSIDE,PUBLIC,"JURUPA UNIFIED",RIVERSIDE,"CAMINO REAL ELEM.",113,111,98.2300884955752,0,0,0,0,2,1.76991150442478,111,98.2300884955752,111,98.2300884955752,111,98.2300884955752,111,98.2300884955752,111,98.2300884955752,111,98.2300884955752,Y
6032163,RIVERSIDE,PUBLIC,"JURUPA UNIFIED",RIVERSIDE,"GLEN AVON ELEM.",98,96,97.9591836734694,2,2.04081632653061,0,0,0,0,98,100,98,100,98,100,97,98.9795918367347,97,98.9795918367347,97,98.9795918367347,Y
6110548,RIVERSIDE,PUBLIC,"JURUPA UNIFIED",RIVERSIDE,"GRANITE HILLS ELEM.",96,96,100,0,0,0,0,0,0,96,100,96,100,96,100,96,100,96,100,96,100,Y
6032171,RIVERSIDE,PUBLIC,"JURUPA UNIFIED",RIVERSIDE,"INA ARBUCKLE ELEM.",77,75,97.4025974025974,2,2.5974025974026,0,0,0,0,75,97.4025974025974,75,97.4025974025974,77,100,76,98.7012987012987,77,100,77,100,Y
6105837,RIVERSIDE,PUBLIC,"JURUPA UNIFIED",RIVERSIDE,"INDIAN HILLS ELEM.",100,99,99,0,0,0,0,1,1,99,99,99,99,99,99,99,99,99,99,99,99,Y
6032189,RIVERSIDE,PUBLIC,"JURUPA UNIFIED",RIVERSIDE,"MISSION BELL ELEM.",68,64,94.1176470588235,4,5.88235294117647,0,0,0,0,68,100,65,95.5882352941177,68,100,65,95.5882352941177,67,98.5294117647059,68,100,Y
6032197,RIVERSIDE,PUBLIC,"JURUPA UNIFIED",RIVERSIDE,"PACIFIC AVE. ELEM.",73,73,100,0,0,0,0,0,0,73,100,73,100,73,100,73,100,73,100,73,100,Y
6032205,RIVERSIDE,PUBLIC,"JURUPA UNIFIED",RIVERSIDE,"PEDLEY ELEM.",95,94,98.9473684210526,1,1.05263157894737,0,0,0,0,95,100,95,100,95,100,94,98.9473684210526,95,100,95,100,Y
6113518,RIVERSIDE,PUBLIC,"JURUPA UNIFIED",RIVERSIDE,"PERALTA ELEM.",83,79,95.1807228915663,3,3.6144578313253,0,0,1,1.20481927710843,80,96.3855421686747,79,95.1807228915663,82,98.7951807228916,80,96.3855421686747,82,98.7951807228916,82,98.7951807228916,Y
6032213,RIVERSIDE,PUBLIC,"JURUPA UNIFIED",RIVERSIDE,"RUSTIC LANE ELEM.",95,92,96.8421052631579,3,3.15789473684211,0,0,0,0,94,98.9473684210526,94,98.9473684210526,95,100,95,100,94,98.9473684210526,95,100,Y
6111280,RIVERSIDE,PUBLIC,"JURUPA UNIFIED",RIVERSIDE,"STONE AVE. ELEM.",124,123,99.1935483870968,1,0.80645161290323,0,0,0,0,123,99.1935483870968,123,99.1935483870968,123,99.1935483870968,123,99.1935483870968,123,99.1935483870968,123,99.1935483870968,Y
6106843,RIVERSIDE,PUBLIC,"JURUPA UNIFIED",RIVERSIDE,"SUNNYSLOPE ELEM.",107,105,98.1308411214953,0,0,0,0,2,1.86915887850467,105,98.1308411214953,105,98.1308411214953,105,98.1308411214953,105,98.1308411214953,105,98.1308411214953,105,98.1308411214953,Y
6032239,RIVERSIDE,PUBLIC,"JURUPA UNIFIED",RIVERSIDE,"VAN BUREN ELEM.",94,91,96.8085106382979,3,3.19148936170213,0,0,0,0,92,97.8723404255319,92,97.8723404255319,93,98.936170212766,94,100,93,98.936170212766,94,100,Y
6032247,RIVERSIDE,PUBLIC,"JURUPA UNIFIED",RIVERSIDE,"WEST RIVERSIDE ELEM.",112,112,100,0,0,0,0,0,0,112,100,112,100,112,100,112,100,112,100,112,100,Y
6109938,RIVERSIDE,PUBLIC,"LAKE ELSINORE UNIFIED",CORONA,"LUISENO ELEM.",106,105,99.0566037735849,0,0,0,0,1,0.94339622641509,105,99.0566037735849,105,99.0566037735849,105,99.0566037735849,105,99.0566037735849,105,99.0566037735849,105,99.0566037735849,Y
6120455,RIVERSIDE,PUBLIC,"LAKE ELSINORE UNIFIED","LAKE ELSINORE","COTTONWOOD CANYON ELEM.",148,145,97.972972972973,0,0,0,0,3,2.02702702702703,145,97.972972972973,145,97.972972972973,145,97.972972972973,145,97.972972972973,145,97.972972972973,145,97.972972972973,Y
0113100,RIVERSIDE,PUBLIC,"LAKE ELSINORE UNIFIED","LAKE ELSINORE","EARL WARREN ELEMENTARY",171,169,98.8304093567251,1,0.58479532163743,0,0,1,0.58479532163743,169,98.8304093567251,169,98.8304093567251,170,99.4152046783626,170,99.4152046783626,170,99.4152046783626,170,99.4152046783626,Y
6032031,RIVERSIDE,PUBLIC,"LAKE ELSINORE UNIFIED","LAKE ELSINORE","ELSINORE ELEM.",95,93,97.8947368421053,2,2.10526315789474,0,0,0,0,93,97.8947368421053,94,98.9473684210526,95,100,94,98.9473684210526,94,98.9473684210526,95,100,Y
0122960,RIVERSIDE,PUBLIC,"LAKE ELSINORE UNIFIED","LAKE ELSINORE","LAKELAND VILLAGE SCHOOL",94,92,97.8723404255319,1,1.06382978723404,0,0,1,1.06382978723404,93,98.936170212766,93,98.936170212766,93,98.936170212766,92,97.8723404255319,93,98.936170212766,93,98.936170212766,Y
6032056,RIVERSIDE,PUBLIC,"LAKE ELSINORE UNIFIED","LAKE ELSINORE","MACHADO ELEM.",121,119,98.3471074380165,0,0,0,0,2,1.65289256198347,119,98.3471074380165,119,98.3471074380165,119,98.3471074380165,119,98.3471074380165,119,98.3471074380165,119,98.3471074380165,Y
6107189,RIVERSIDE,PUBLIC,"LAKE ELSINORE UNIFIED","LAKE ELSINORE","RAILROAD CANYON",117,114,97.4358974358974,3,2.56410256410256,0,0,0,0,115,98.2905982905983,117,100,117,100,116,99.1452991452991,115,98.2905982905983,117,100,Y
6118442,RIVERSIDE,PUBLIC,"LAKE ELSINORE UNIFIED","LAKE ELSINORE","RICE CANYON ELEMENTARY",118,112,94.9152542372881,3,2.54237288135593,0,0,3,2.54237288135593,113,95.7627118644068,112,94.9152542372881,115,97.4576271186441,113,95.7627118644068,115,97.4576271186441,115,97.4576271186441,Y
0124859,RIVERSIDE,PUBLIC,"LAKE ELSINORE UNIFIED","LAKE ELSINORE","SOUTHERN CALIFORNIA ONLINE ACADEMY",18,14,77.7777777777778,0,0,0,0,4,22.2222222222222,14,77.7777777777778,14,77.7777777777778,14,77.7777777777778,14,77.7777777777778,14,77.7777777777778,14,77.7777777777778,Y
6111082,RIVERSIDE,PUBLIC,"LAKE ELSINORE UNIFIED","LAKE ELSINORE","TUSCANY HILLS ELEM.",118,108,91.5254237288136,1,0.84745762711864,1,0.84745762711864,8,6.77966101694915,109,92.3728813559322,109,92.3728813559322,109,92.3728813559322,109,92.3728813559322,108,91.5254237288136,109,92.3728813559322,Y
6108278,RIVERSIDE,PUBLIC,"LAKE ELSINORE UNIFIED","LAKE ELSINORE","WITHROW ELEM.",119,117,98.3193277310924,0,0,0,0,2,1.68067226890756,117,98.3193277310924,117,98.3193277310924,117,98.3193277310924,117,98.3193277310924,117,98.3193277310924,117,98.3193277310924,Y
6111090,RIVERSIDE,PUBLIC,"LAKE ELSINORE UNIFIED",WILDOMAR,"GRAHAM (DONALD) ELEM.",92,88,95.6521739130435,1,1.08695652173913,1,1.08695652173913,2,2.17391304347826,88,95.6521739130435,89,96.7391304347826,89,96.7391304347826,89,96.7391304347826,89,96.7391304347826,89,96.7391304347826,Y
0108241,RIVERSIDE,PUBLIC,"LAKE ELSINORE UNIFIED",WILDOMAR,"REAGAN (RONALD) ELEMENTARY",124,114,91.9354838709677,1,0.80645161290323,0,0,9,7.25806451612903,115,92.741935483871,115,92.741935483871,115,92.741935483871,114,91.9354838709677,115,92.741935483871,115,92.741935483871,Y
0120204,RIVERSIDE,PUBLIC,"LAKE ELSINORE UNIFIED",WILDOMAR,"SYCAMORE ACADEMY OF SCIENCE AND CULTURAL ARTS",51,42,82.3529411764706,0,0,0,0,9,17.6470588235294,42,82.3529411764706,42,82.3529411764706,42,82.3529411764706,42,82.3529411764706,42,82.3529411764706,42,82.3529411764706,Y
6032064,RIVERSIDE,PUBLIC,"LAKE ELSINORE UNIFIED",WILDOMAR,"WILDOMAR ELEM.",130,122,93.8461538461538,3,2.30769230769231,0,0,5,3.84615384615385,122,93.8461538461538,122,93.8461538461538,125,96.1538461538462,122,93.8461538461538,125,96.1538461538462,125,96.1538461538462,Y
