"2011-2012 IMMUNIZATION STATUS OF KINDERGARTEN STUDENTS, CALIFORNIA",,,,,,,,,,,,,,,,,,,,,,,,,,,
"In schools with 10 or more kindergarten students enrolled.",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SCHOOL CODE",COUNTY,"PUB/ PRIV","PUBLIC SCHOOL DISTRICT",CITY,"SCHOOL NAME",ENROLLMENT,UP-TO-DATE†,,"CONDI- TIONAL*",,PME**,,"PBE§ ",,DTP††,,POLIO¥,,"1 MMRll ",,"2 MMR‡ ",,HEPB§,,VARI¶,,REPORTED
0117879,PLACER,PUBLIC,"ROCKLIN UNIFIED",ROCKLIN,"MARIA MONTESSORI CHARTER ACADEMY",34,29,85.2941176470588,1,2.94117647058824,0,0,4,11.7647058823529,29,85.2941176470588,29,85.2941176470588,30,88.2352941176471,29,85.2941176470588,30,88.2352941176471,30,88.2352941176471,Y
6031207,PLACER,PUBLIC,"ROCKLIN UNIFIED",ROCKLIN,"PARKER WHITNEY ELEM.",63,54,85.7142857142857,7,11.1111111111111,0,0,2,3.17460317460317,57,90.4761904761905,55,87.3015873015873,56,88.8888888888889,54,85.7142857142857,58,92.0634920634921,57,90.4761904761905,Y
6119853,PLACER,PUBLIC,"ROCKLIN UNIFIED",ROCKLIN,"ROCK CREEK ELEMENTARY SCHOOL",128,111,86.71875,0,0,0,0,17,13.28125,111,86.71875,111,86.71875,111,86.71875,111,86.71875,111,86.71875,111,86.71875,Y
0114371,PLACER,PUBLIC,"ROCKLIN UNIFIED",ROCKLIN,"ROCKLIN ACADEMY AT MEYERS STREET",24,20,83.3333333333333,2,8.33333333333333,0,0,2,8.33333333333333,22,91.6666666666667,22,91.6666666666667,22,91.6666666666667,21,87.5,21,87.5,22,91.6666666666667,Y
6118392,PLACER,PUBLIC,"ROCKLIN UNIFIED",ROCKLIN,"ROCKLIN ACADEMY AT TURNSTONE WAY",48,43,89.5833333333333,0,0,0,0,5,10.4166666666667,43,89.5833333333333,43,89.5833333333333,43,89.5833333333333,43,89.5833333333333,43,89.5833333333333,43,89.5833333333333,Y
6031215,PLACER,PUBLIC,"ROCKLIN UNIFIED",ROCKLIN,"ROCKLIN ELEM.",71,67,94.3661971830986,1,1.40845070422535,0,0,3,4.22535211267606,67,94.3661971830986,68,95.7746478873239,68,95.7746478873239,67,94.3661971830986,68,95.7746478873239,68,95.7746478873239,Y
0108050,PLACER,PUBLIC,"ROCKLIN UNIFIED",ROCKLIN,"RUHKALA ELEMENTARY",78,69,88.4615384615385,5,6.41025641025641,0,0,4,5.12820512820513,70,89.7435897435898,70,89.7435897435898,74,94.8717948717949,70,89.7435897435898,72,92.3076923076923,73,93.5897435897436,Y
6118533,PLACER,PUBLIC,"ROCKLIN UNIFIED",ROCKLIN,"SIERRA ELEMENTARY",68,67,98.5294117647059,1,1.47058823529412,0,0,0,0,67,98.5294117647059,67,98.5294117647059,68,100,67,98.5294117647059,68,100,68,100,Y
0121244,PLACER,PUBLIC,"ROCKLIN UNIFIED",ROCKLIN,"SUNSET RANCH ELEMENTARY",102,89,87.2549019607843,10,9.80392156862745,0,0,3,2.94117647058824,90,88.2352941176471,91,89.2156862745098,97,95.0980392156863,90,88.2352941176471,97,95.0980392156863,97,95.0980392156863,Y
6115844,PLACER,PUBLIC,"ROCKLIN UNIFIED",ROCKLIN,"TWIN OAKS ELEMENTARY",49,38,77.5510204081633,8,16.3265306122449,0,0,3,6.12244897959184,41,83.6734693877551,43,87.7551020408163,46,93.8775510204082,39,79.5918367346939,43,87.7551020408163,44,89.7959183673469,Y
6118517,PLACER,PUBLIC,"ROCKLIN UNIFIED",ROCKLIN,"VALLEY VIEW ELEMENTARY",48,43,89.5833333333333,0,0,0,0,5,10.4166666666667,43,89.5833333333333,43,89.5833333333333,43,89.5833333333333,43,89.5833333333333,43,89.5833333333333,43,89.5833333333333,Y
0102806,PLACER,PUBLIC,"ROSEVILLE CITY ELEMENTARY",ROSEVILLE,"BLUE OAKS ELEMENTARY SCHOOL",90,81,90,6,6.66666666666667,0,0,3,3.33333333333333,81,90,81,90,87,96.6666666666667,81,90,87,96.6666666666667,87,96.6666666666667,Y
6111959,PLACER,PUBLIC,"ROSEVILLE CITY ELEMENTARY",ROSEVILLE,"BROWN (VENCIL) ELEMENTARY",62,55,88.7096774193548,6,9.67741935483871,0,0,1,1.61290322580645,57,91.9354838709677,59,95.1612903225807,61,98.3870967741936,60,96.7741935483871,61,98.3870967741936,61,98.3870967741936,Y
6031223,PLACER,PUBLIC,"ROSEVILLE CITY ELEMENTARY",ROSEVILLE,"CIRBY ELEM.",60,54,90,6,10,0,0,0,0,54,90,60,100,60,100,55,91.6666666666667,58,96.6666666666667,59,98.3333333333333,Y
6031231,PLACER,PUBLIC,"ROSEVILLE CITY ELEMENTARY",ROSEVILLE,"CRESTMONT ELEM.",48,47,97.9166666666667,0,0,0,0,1,2.08333333333333,47,97.9166666666667,47,97.9166666666667,47,97.9166666666667,47,97.9166666666667,47,97.9166666666667,47,97.9166666666667,Y
3130234,PLACER,PUBLIC,"ROSEVILLE CITY ELEMENTARY",ROSEVILLE,"DIAMOND CREEK ELEMENTARY",99,89,89.8989898989899,8,8.08080808080808,0,0,2,2.02020202020202,89,89.8989898989899,89,89.8989898989899,97,97.979797979798,89,89.8989898989899,97,97.979797979798,97,97.979797979798,Y
6116099,PLACER,PUBLIC,"ROSEVILLE CITY ELEMENTARY",ROSEVILLE,"GATES (CATHERYN) ELEMENTARY",88,76,86.3636363636364,9,10.2272727272727,0,0,3,3.40909090909091,77,87.5,81,92.0454545454545,85,96.5909090909091,76,86.3636363636364,80,90.9090909090909,85,96.5909090909091,Y
0116624,PLACER,PUBLIC,"ROSEVILLE CITY ELEMENTARY",ROSEVILLE,"JUNCTION ELEMENTARY",124,116,93.5483870967742,2,1.61290322580645,0,0,6,4.83870967741935,116,93.5483870967742,116,93.5483870967742,118,95.1612903225807,116,93.5483870967742,118,95.1612903225807,118,95.1612903225807,Y
6031256,PLACER,PUBLIC,"ROSEVILLE CITY ELEMENTARY",ROSEVILLE,"KASEBERG ELEM.",56,53,94.6428571428571,2,3.57142857142857,0,0,1,1.78571428571429,55,98.2142857142857,55,98.2142857142857,55,98.2142857142857,53,94.6428571428571,55,98.2142857142857,55,98.2142857142857,Y
6106108,PLACER,PUBLIC,"ROSEVILLE CITY ELEMENTARY",ROSEVILLE,"SARGENT ELEM.",50,48,96,1,2,0,0,1,2,48,96,48,96,49,98,48,96,49,98,49,98,Y
6031264,PLACER,PUBLIC,"ROSEVILLE CITY ELEMENTARY",ROSEVILLE,"SIERRA GARDENS ELEM.",61,53,86.8852459016393,8,13.1147540983607,0,0,0,0,53,86.8852459016393,53,86.8852459016393,61,100,53,86.8852459016393,61,100,61,100,Y
6109482,PLACER,PUBLIC,"ROSEVILLE CITY ELEMENTARY",ROSEVILLE,"SPANGER ELEM.",71,65,91.5492957746479,4,5.63380281690141,0,0,2,2.8169014084507,67,94.3661971830986,67,94.3661971830986,69,97.1830985915493,67,94.3661971830986,65,91.5492957746479,69,97.1830985915493,Y
3130242,PLACER,PUBLIC,"ROSEVILLE CITY ELEMENTARY",ROSEVILLE,"STONERIDGE ELEMENTARY",106,100,94.3396226415094,3,2.83018867924528,0,0,3,2.83018867924528,103,97.1698113207547,103,97.1698113207547,103,97.1698113207547,100,94.3396226415094,103,97.1698113207547,103,97.1698113207547,Y
0102798,PLACER,PUBLIC,"ROSEVILLE CITY ELEMENTARY",ROSEVILLE,"THOMAS JEFFERSON ELEMENTARY SCHOOL",92,87,94.5652173913043,4,4.34782608695652,0,0,1,1.08695652173913,87,94.5652173913043,87,94.5652173913043,91,98.9130434782609,87,94.5652173913043,91,98.9130434782609,91,98.9130434782609,Y
6031280,PLACER,PUBLIC,"ROSEVILLE CITY ELEMENTARY",ROSEVILLE,"WOODBRIDGE ELEM.",73,72,98.6301369863014,0,0,0,0,1,1.36986301369863,72,98.6301369863014,72,98.6301369863014,72,98.6301369863014,72,98.6301369863014,72,98.6301369863014,72,98.6301369863014,Y
6031306,PLACER,PUBLIC,"TAHOE-TRUCKEE JOINT UNIFIED","KINGS BEACH","KINGS BEACH ELEM.",77,48,62.3376623376623,26,33.7662337662338,0,0,3,3.8961038961039,54,70.1298701298701,57,74.025974025974,74,96.1038961038961,51,66.2337662337662,74,96.1038961038961,70,90.9090909090909,Y
6031298,PLACER,PUBLIC,"TAHOE-TRUCKEE JOINT UNIFIED","SODA SPRINGS","DONNER TRAIL ELEM.",11,11,100,0,0,0,0,0,0,11,100,11,100,11,100,11,100,11,100,11,100,Y
6031314,PLACER,PUBLIC,"TAHOE-TRUCKEE JOINT UNIFIED","TAHOE CITY","TAHOE LAKE ELEM.",79,48,60.7594936708861,31,39.2405063291139,0,0,0,0,59,74.6835443037975,60,75.9493670886076,76,96.2025316455696,57,72.1518987341772,72,91.1392405063291,76,96.2025316455696,Y
6113062,PLACER,PUBLIC,"TAHOE-TRUCKEE JOINT UNIFIED",TRUCKEE,"GLENSHIRE ELEM.",85,46,54.1176470588235,29,34.1176470588235,2,2.35294117647059,8,9.41176470588235,61,71.7647058823529,55,64.7058823529412,75,88.2352941176471,59,69.4117647058823,72,84.7058823529412,75,88.2352941176471,Y
0121624,PLACER,PUBLIC,"TAHOE-TRUCKEE JOINT UNIFIED",TRUCKEE,"SIERRA EXPEDITIONARY LEARNING",20,13,65,5,25,0,0,2,10,18,90,17,85,16,80,17,85,17,85,13,65,Y
6031322,PLACER,PUBLIC,"TAHOE-TRUCKEE JOINT UNIFIED",TRUCKEE,"TRUCKEE ELEM.",92,75,81.5217391304348,17,18.4782608695652,0,0,0,0,77,83.695652173913,77,83.695652173913,87,94.5652173913043,81,88.0434782608696,84,91.304347826087,86,93.4782608695652,Y
6085252,PLACER,PUBLIC,"WESTERN PLACER UNIFIED",LINCOLN,"COPPIN (CARLIN C.) ELEM.",86,84,97.6744186046512,0,0,0,0,2,2.32558139534884,84,97.6744186046512,84,97.6744186046512,84,97.6744186046512,84,97.6744186046512,84,97.6744186046512,84,97.6744186046512,Y
6098610,PLACER,PUBLIC,"WESTERN PLACER UNIFIED",LINCOLN,"CREEKSIDE OAKS CHARTER ELEM.",106,100,94.3396226415094,1,0.94339622641509,0,0,5,4.71698113207547,100,94.3396226415094,100,94.3396226415094,101,95.2830188679245,100,94.3396226415094,100,94.3396226415094,100,94.3396226415094,Y
6117493,PLACER,PUBLIC,"WESTERN PLACER UNIFIED",LINCOLN,"FIRST STREET SCHOOL",81,77,95.0617283950617,1,1.23456790123457,0,0,3,3.7037037037037,77,95.0617283950617,77,95.0617283950617,78,96.2962962962963,77,95.0617283950617,77,95.0617283950617,78,96.2962962962963,Y
0108514,PLACER,PUBLIC,"WESTERN PLACER UNIFIED",LINCOLN,"FOSKETT RANCH ELEMENTARY",104,92,88.4615384615385,1,0.96153846153846,2,1.92307692307692,9,8.65384615384615,92,88.4615384615385,92,88.4615384615385,92,88.4615384615385,92,88.4615384615385,92,88.4615384615385,92,88.4615384615385,Y
3130168,PLACER,PUBLIC,"WESTERN PLACER UNIFIED",LINCOLN,"HORIZON CHARTER SCHOOL",76,43,56.578947368421,0,0,0,0,33,43.421052631579,43,56.578947368421,43,56.578947368421,43,56.578947368421,43,56.578947368421,43,56.578947368421,43,56.578947368421,Y
0113068,PLACER,PUBLIC,"WESTERN PLACER UNIFIED",LINCOLN,"LINCOLN CROSSING",108,103,95.3703703703704,0,0,0,0,5,4.62962962962963,103,95.3703703703704,103,95.3703703703704,103,95.3703703703704,103,95.3703703703704,103,95.3703703703704,103,95.3703703703704,Y
0122507,PLACER,PUBLIC,"WESTERN PLACER UNIFIED",LINCOLN,"PARTNERSHIP FOR STUDENT CENTERED LEARNING",37,29,78.3783783783784,0,0,0,0,8,21.6216216216216,29,78.3783783783784,29,78.3783783783784,29,78.3783783783784,29,78.3783783783784,29,78.3783783783784,29,78.3783783783784,Y
0106443,PLACER,PUBLIC,"WESTERN PLACER UNIFIED",LINCOLN,"TWELVE BRIDGES ELEMENTARY",98,89,90.8163265306122,0,0,0,0,9,9.18367346938776,89,90.8163265306122,89,90.8163265306122,89,90.8163265306122,89,90.8163265306122,89,90.8163265306122,89,90.8163265306122,Y
6031363,PLACER,PUBLIC,"WESTERN PLACER UNIFIED",SHERIDAN,"SHERIDAN ELEM.",14,13,92.8571428571429,0,0,0,0,1,7.14285714285714,13,92.8571428571429,13,92.8571428571429,13,92.8571428571429,13,92.8571428571429,13,92.8571428571429,13,92.8571428571429,Y
7083603,PLACER,PRIVATE,,AUBURN,"CALVARY CHAPEL CHRTN.",11,7,63.6363636363636,2,18.1818181818182,0,0,2,18.1818181818182,7,63.6363636363636,8,72.7272727272727,9,81.8181818181818,7,63.6363636363636,9,81.8181818181818,9,81.8181818181818,Y
6976104,PLACER,PRIVATE,,AUBURN,"ST. JOSEPH PARISH  SCH.",14,14,100,0,0,0,0,0,0,14,100,14,100,14,100,14,100,14,100,14,100,Y
6133359,PLACER,PRIVATE,,AUBURN,"UNITED AUBURN INDIAN COMMUNITY LEARNING",10,4,40,0,0,0,0,6,60,4,40,4,40,4,40,4,40,4,40,4,40,Y
6140644,PLACER,PRIVATE,,LOOMIS,"SMART START CREATIVE LEARNING CENTER",15,15,100,0,0,0,0,0,0,15,100,15,100,15,100,15,100,15,100,15,100,Y
6901870,PLACER,PRIVATE,,"MEADOW VISTA","LIVE OAK WALDORF",20,1,5,6,30,0,0,13,65,3,15,3,15,6,30,3,15,5,25,7,35,Y
7103674,PLACER,PRIVATE,,ROSEVILLE,"ADVENTURE CHRISTIAN SCHOOL",47,38,80.8510638297872,3,6.38297872340426,1,2.12765957446809,5,10.6382978723404,38,80.8510638297872,39,82.9787234042553,41,87.2340425531915,39,82.9787234042553,41,87.2340425531915,41,87.2340425531915,Y
6942643,PLACER,PRIVATE,,ROSEVILLE,"AMERICAN MONTESSORI ACAD.",37,23,62.1621621621622,14,37.8378378378378,0,0,0,0,23,62.1621621621622,23,62.1621621621622,37,100,23,62.1621621621622,37,100,23,62.1621621621622,Y
7080831,PLACER,PRIVATE,,ROSEVILLE,"CORNERSTONE CHRTN.",14,8,57.1428571428571,1,7.14285714285714,0,0,5,35.7142857142857,9,64.2857142857143,9,64.2857142857143,9,64.2857142857143,8,57.1428571428571,9,64.2857142857143,8,57.1428571428571,Y
7083678,PLACER,PRIVATE,,ROSEVILLE,"GRANITE BAY MONTESSORI",21,10,47.6190476190476,10,47.6190476190476,0,0,1,4.76190476190476,11,52.3809523809524,10,47.6190476190476,17,80.9523809523809,11,52.3809523809524,16,76.1904761904762,16,76.1904761904762,Y
7002611,PLACER,PRIVATE,,ROSEVILLE,"MERRYHILL SCHOOL - SIERRA GARDENS",26,16,61.5384615384615,10,38.4615384615385,0,0,0,0,18,69.2307692307692,18,69.2307692307692,26,100,18,69.2307692307692,22,84.6153846153846,22,84.6153846153846,Y
6976096,PLACER,PRIVATE,,ROSEVILLE,"ST. ALBAN'S COUNTRY DAY SCH.",24,22,91.6666666666667,2,8.33333333333333,0,0,0,0,24,100,24,100,24,100,23,95.8333333333333,23,95.8333333333333,24,100,Y
6922348,PLACER,PRIVATE,,ROSEVILLE,"ST. JOHN'S SCHOOL",26,26,100,0,0,0,0,0,0,26,100,26,100,26,100,26,100,26,100,26,100,Y
6966030,PLACER,PRIVATE,,ROSEVILLE,"ST. ROSE ELEM.",31,29,93.5483870967742,2,6.45161290322581,0,0,0,0,30,96.7741935483871,30,96.7741935483871,31,100,31,100,30,96.7741935483871,31,100,Y
6031413,PLUMAS,PUBLIC,"PLUMAS UNIFIED",CHESTER,"CHESTER ELEM.",31,27,87.0967741935484,1,3.2258064516129,0,0,3,9.67741935483871,28,90.3225806451613,27,87.0967741935484,28,90.3225806451613,28,90.3225806451613,28,90.3225806451613,28,90.3225806451613,Y
6031421,PLUMAS,PUBLIC,"PLUMAS UNIFIED",GREENVILLE,"GREENVILLE ELEM.",25,22,88,0,0,0,0,3,12,22,88,22,88,22,88,22,88,22,88,22,88,Y
6110308,PLUMAS,PUBLIC,"PLUMAS UNIFIED",PORTOLA,"C. ROY CARMICHAEL SCHOOL",62,57,91.9354838709677,4,6.45161290322581,0,0,1,1.61290322580645,58,93.5483870967742,58,93.5483870967742,61,98.3870967741936,58,93.5483870967742,61,98.3870967741936,61,98.3870967741936,Y
6031454,PLUMAS,PUBLIC,"PLUMAS UNIFIED",QUINCY,"PIONEER ELEM.",52,47,90.3846153846154,0,0,0,0,5,9.61538461538462,47,90.3846153846154,47,90.3846153846154,47,90.3846153846154,47,90.3846153846154,47,90.3846153846154,47,90.3846153846154,Y
7013816,PLUMAS,PRIVATE,,QUINCY,"PLUMAS CHRISTIAN SCHOOL",12,12,100,0,0,0,0,0,0,12,100,12,100,12,100,12,100,12,100,12,100,Y
6107304,RIVERSIDE,PUBLIC,"ALVORD UNIFIED",CORONA,"PROMENADE ELEM.",93,89,95.6989247311828,4,4.3010752688172,0,0,0,0,92,98.9247311827957,92,98.9247311827957,93,100,91,97.8494623655914,91,97.8494623655914,93,100,Y
6031512,RIVERSIDE,PUBLIC,"ALVORD UNIFIED",RIVERSIDE,"ARLANZA ELEM.",137,137,100,0,0,0,0,0,0,137,100,137,100,137,100,137,100,137,100,137,100,Y
6031520,RIVERSIDE,PUBLIC,"ALVORD UNIFIED",RIVERSIDE,"COLLETT ELEM.",141,139,98.5815602836879,2,1.41843971631206,0,0,0,0,139,98.5815602836879,140,99.290780141844,141,100,141,100,140,99.290780141844,141,100,Y
6031538,RIVERSIDE,PUBLIC,"ALVORD UNIFIED",RIVERSIDE,"FOOTHILL ELEM.",107,100,93.4579439252336,6,5.60747663551402,1,0.93457943925234,0,0,100,93.4579439252336,100,93.4579439252336,106,99.0654205607477,100,93.4579439252336,106,99.0654205607477,105,98.1308411214953,Y
6031546,RIVERSIDE,PUBLIC,"ALVORD UNIFIED",RIVERSIDE,"LA GRANADA ELEM.",105,97,92.3809523809524,3,2.85714285714286,0,0,5,4.76190476190476,98,93.3333333333333,98,93.3333333333333,100,95.2380952380952,99,94.2857142857143,99,94.2857142857143,99,94.2857142857143,Y
0113605,RIVERSIDE,PUBLIC,"ALVORD UNIFIED",RIVERSIDE,"LAKE HILLS ELEM.",129,123,95.3488372093023,0,0,0,0,6,4.65116279069767,123,95.3488372093023,123,95.3488372093023,123,95.3488372093023,123,95.3488372093023,123,95.3488372093023,123,95.3488372093023,Y
6106074,RIVERSIDE,PUBLIC,"ALVORD UNIFIED",RIVERSIDE,"MCAULIFFE (S. CHRISTA) ELEM.",112,109,97.3214285714286,2,1.78571428571429,0,0,1,0.89285714285714,110,98.2142857142857,110,98.2142857142857,111,99.1071428571429,111,99.1071428571429,109,97.3214285714286,111,99.1071428571429,Y
6031553,RIVERSIDE,PUBLIC,"ALVORD UNIFIED",RIVERSIDE,"MYRA LINN ELEM.",122,116,95.0819672131148,6,4.91803278688525,0,0,0,0,119,97.5409836065574,118,96.7213114754098,122,100,116,95.0819672131148,121,99.1803278688525,122,100,Y
6031496,RIVERSIDE,PUBLIC,"ALVORD UNIFIED",RIVERSIDE,"ORRENMAA (ALLAN) ELEM.",105,100,95.2380952380952,4,3.80952380952381,0,0,1,0.95238095238095,100,95.2380952380952,103,98.0952380952381,104,99.0476190476191,104,99.0476190476191,102,97.1428571428571,104,99.0476190476191,Y
0733002,RIVERSIDE,PUBLIC,"ALVORD UNIFIED",RIVERSIDE,"PHILLIP M. STOKOE ELEM.",116,113,97.4137931034483,3,2.58620689655172,0,0,0,0,116,100,116,100,116,100,114,98.2758620689655,115,99.1379310344828,116,100,Y
6116339,RIVERSIDE,PUBLIC,"ALVORD UNIFIED",RIVERSIDE,"ROSEMARY KENNEDY ELEM.",109,108,99.0825688073395,1,0.91743119266055,0,0,0,0,109,100,109,100,109,100,109,100,108,99.0825688073395,109,100,Y
6031579,RIVERSIDE,PUBLIC,"ALVORD UNIFIED",RIVERSIDE,"TERRACE ELEM.",127,121,95.2755905511811,5,3.93700787401575,0,0,1,0.78740157480315,125,98.4251968503937,124,97.6377952755905,126,99.2125984251969,121,95.2755905511811,126,99.2125984251969,126,99.2125984251969,Y
6031587,RIVERSIDE,PUBLIC,"ALVORD UNIFIED",RIVERSIDE,"TWINHILL ELEM.",109,97,88.9908256880734,8,7.3394495412844,2,1.8348623853211,2,1.8348623853211,99,90.8256880733945,99,90.8256880733945,105,96.3302752293578,99,90.8256880733945,103,94.4954128440367,105,96.3302752293578,Y
6108104,RIVERSIDE,PUBLIC,"ALVORD UNIFIED",RIVERSIDE,"VALLEY VIEW ELEM.",50,48,96,2,4,0,0,0,0,48,96,48,96,50,100,48,96,49,98,49,98,Y
6031611,RIVERSIDE,PUBLIC,"BANNING UNIFIED",BANNING,"CENTRAL ELEM.",141,140,99.290780141844,0,0,0,0,1,0.70921985815603,140,99.290780141844,140,99.290780141844,140,99.290780141844,140,99.290780141844,140,99.290780141844,140,99.290780141844,Y
6031629,RIVERSIDE,PUBLIC,"BANNING UNIFIED",BANNING,"HEMMERLING ELEM.",87,86,98.8505747126437,1,1.14942528735632,0,0,0,0,86,98.8505747126437,86,98.8505747126437,87,100,86,98.8505747126437,86,98.8505747126437,87,100,Y
6031637,RIVERSIDE,PUBLIC,"BANNING UNIFIED",BANNING,"HOFFER ELEM.",139,128,92.0863309352518,9,6.47482014388489,0,0,2,1.43884892086331,134,96.4028776978417,135,97.1223021582734,137,98.5611510791367,132,94.9640287769784,136,97.841726618705,137,98.5611510791367,Y
6031603,RIVERSIDE,PUBLIC,"BANNING UNIFIED",CABAZON,"CABAZON ELEM.",42,40,95.2380952380952,2,4.76190476190476,0,0,0,0,40,95.2380952380952,40,95.2380952380952,40,95.2380952380952,40,95.2380952380952,40,95.2380952380952,40,95.2380952380952,Y
0116947,RIVERSIDE,PUBLIC,"BEAUMONT UNIFIED",BEAUMONT,"ANNA HAUSE ELEMENTARY SCHOOL",122,121,99.1803278688525,0,0,1,0.81967213114754,0,0,121,99.1803278688525,121,99.1803278688525,121,99.1803278688525,121,99.1803278688525,121,99.1803278688525,121,99.1803278688525,Y
0102749,RIVERSIDE,PUBLIC,"BEAUMONT UNIFIED",BEAUMONT,"BROOKSIDE ELEMENTARY",76,61,80.2631578947368,5,6.57894736842105,0,0,10,13.1578947368421,62,81.5789473684211,64,84.2105263157895,66,86.8421052631579,66,86.8421052631579,65,85.5263157894737,66,86.8421052631579,Y
6031660,RIVERSIDE,PUBLIC,"BEAUMONT UNIFIED",BEAUMONT,"PALM ELEM",117,114,97.4358974358974,2,1.70940170940171,0,0,1,0.85470085470085,115,98.2905982905983,116,99.1452991452991,116,99.1452991452991,115,98.2905982905983,115,98.2905982905983,116,99.1452991452991,Y
0101006,RIVERSIDE,PUBLIC,"BEAUMONT UNIFIED",BEAUMONT,"SUNDANCE ELEM.",93,78,83.8709677419355,2,2.1505376344086,0,0,13,13.9784946236559,80,86.0215053763441,80,86.0215053763441,80,86.0215053763441,79,84.9462365591398,79,84.9462365591398,80,86.0215053763441,Y
3331089,RIVERSIDE,PUBLIC,"BEAUMONT UNIFIED",BEAUMONT,"THREE RINGS RANCH ELEM",116,110,94.8275862068966,0,0,0,0,6,5.17241379310345,110,94.8275862068966,110,94.8275862068966,110,94.8275862068966,110,94.8275862068966,110,94.8275862068966,110,94.8275862068966,Y
0113936,RIVERSIDE,PUBLIC,"BEAUMONT UNIFIED",BEAUMONT,"TOURNAMENT HILLS",113,113,100,0,0,0,0,0,0,113,100,113,100,113,100,113,100,113,100,113,100,Y
3330834,RIVERSIDE,PUBLIC,"CALIFORNIA SCHOOL FOR THE DEAF-SOUTHERN (STATE SPE",RIVERSIDE,"CALIFORNIA SCH.  FOR THE DEAF",12,12,100,0,0,0,0,0,0,12,100,12,100,12,100,12,100,12,100,12,100,Y
6108906,RIVERSIDE,PUBLIC,"COACHELLA VALLEY UNIFIED",COACHELLA,"CHAVEZ (CESAR) ELEM.",130,129,99.2307692307692,1,0.76923076923077,0,0,0,0,129,99.2307692307692,130,100,130,100,130,100,130,100,130,100,Y
0112649,RIVERSIDE,PUBLIC,"COACHELLA VALLEY UNIFIED",COACHELLA,"CORAL MOUNTAIN ACADEMY",152,149,98.0263157894737,3,1.97368421052632,0,0,0,0,150,98.6842105263158,152,100,152,100,152,100,151,99.3421052631579,152,100,Y
6031702,RIVERSIDE,PUBLIC,"COACHELLA VALLEY UNIFIED",COACHELLA,"PALM VIEW ELEM.",90,90,100,0,0,0,0,0,0,90,100,90,100,90,100,90,100,90,100,90,100,Y
6031710,RIVERSIDE,PUBLIC,"COACHELLA VALLEY UNIFIED",COACHELLA,"PENDLETON (PETER) ELEM.",101,98,97.029702970297,3,2.97029702970297,0,0,0,0,98,97.029702970297,98,97.029702970297,101,100,98,97.029702970297,101,100,101,100,Y
6031694,RIVERSIDE,PUBLIC,"COACHELLA VALLEY UNIFIED",COACHELLA,"VALLE DEL SOL",121,121,100,0,0,0,0,0,0,121,100,121,100,121,100,121,100,121,100,121,100,Y
6031728,RIVERSIDE,PUBLIC,"COACHELLA VALLEY UNIFIED",COACHELLA,"VALLEY VIEW ELEM.",126,122,96.8253968253968,2,1.58730158730159,1,0.79365079365079,1,0.79365079365079,123,97.6190476190476,124,98.4126984126984,124,98.4126984126984,122,96.8253968253968,124,98.4126984126984,124,98.4126984126984,Y
6117774,RIVERSIDE,PUBLIC,"COACHELLA VALLEY UNIFIED",INDIO,"MOUNTAIN VISTA ELEM.",110,106,96.3636363636364,4,3.63636363636364,0,0,0,0,109,99.0909090909091,110,100,110,100,109,99.0909090909091,108,98.1818181818182,110,100,Y
6114789,RIVERSIDE,PUBLIC,"COACHELLA VALLEY UNIFIED",MECCA,"MARTINEZ (SAUL) ELEMENTARY",177,177,100,0,0,0,0,0,0,177,100,177,100,177,100,177,100,177,100,177,100,Y
6032254,RIVERSIDE,PUBLIC,"COACHELLA VALLEY UNIFIED",MECCA,"MECCA ELEMENTARY",113,112,99.1150442477876,1,0.88495575221239,0,0,0,0,112,99.1150442477876,112,99.1150442477876,113,100,112,99.1150442477876,112,99.1150442477876,113,100,Y
6032379,RIVERSIDE,PUBLIC,"COACHELLA VALLEY UNIFIED","SALTON CITY","SEA VIEW ELEM.",82,79,96.3414634146341,3,3.65853658536585,0,0,0,0,81,98.780487804878,81,98.780487804878,82,100,80,97.5609756097561,81,98.780487804878,82,100,Y
6032833,RIVERSIDE,PUBLIC,"COACHELLA VALLEY UNIFIED",THERMAL,"KELLEY (JOHN) ELEM.",86,83,96.5116279069768,3,3.48837209302326,0,0,0,0,83,96.5116279069768,83,96.5116279069768,85,98.8372093023256,84,97.6744186046512,83,96.5116279069768,85,98.8372093023256,Y
0100248,RIVERSIDE,PUBLIC,"COACHELLA VALLEY UNIFIED",THERMAL,"LAS PALMITAS ELEM",91,91,100,0,0,0,0,0,0,91,100,91,100,91,100,91,100,91,100,91,100,Y
6032361,RIVERSIDE,PUBLIC,"COACHELLA VALLEY UNIFIED",THERMAL,"OASIS ELEM.",109,106,97.2477064220184,3,2.75229357798165,0,0,0,0,106,97.2477064220184,106,97.2477064220184,109,100,106,97.2477064220184,108,99.0825688073395,109,100,Y
6032841,RIVERSIDE,PUBLIC,"COACHELLA VALLEY UNIFIED",THERMAL,"WESTSIDE ELEM.",77,76,98.7012987012987,1,1.2987012987013,0,0,0,0,76,98.7012987012987,76,98.7012987012987,77,100,77,100,76,98.7012987012987,77,100,Y
6031736,RIVERSIDE,PUBLIC,"CORONA-NORCO UNIFIED",CORONA,"ADAMS (JOHN) ELEMENTARY",105,105,100,0,0,0,0,0,0,105,100,105,100,105,100,105,100,105,100,105,100,Y
